"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
1,124.238790186852,56,13,34,30,1,0.0178100543887799,0.891759739233107,3.53609840783755
1,116.19353317273,36,12,115,19,0,1.61910799529731,0.762108761272819,4.87065978780913
0,51.5951012257944,33,12,14.8,12,0,-1.48554843694843,0.02,5.5192914734903
0,75.8681332617958,40,9,28.6,22,0,0.355184522262037,0.380000637469784,5.94567934733469
0,95.8873333110796,21,13,59.3,5,0,1.02820852218435,0.519016083033652,5.2616269362685
0,85.7402133948734,31,13,47.4,15,0,-0.409380318517097,0.115111361942213,5.21129290310849
0,66.1744485969569,39,12,18.8,21,1,-0.518719332975375,0.424997321911858,5.38334143206928
0,75.4693675635567,21,12,17.2,5,0,0.277548929835866,0.19155990422357,5.6616269362685
1,73.1748752821276,42,9,10.3,29,1,-1.17393203215791,0.83178457359967,5.71546628439086
0,102.942730115151,31,12,35.3,14,1,0.692250820641558,0.411175201576647,5.19529290310849
0,71.4064430458052,28,12,17,8,1,-0.0192204474502124,0.164255259104715,5.56025018525816
0,89.9020443769052,28,13,37.1,13,1,0.0517669791136244,0.279389171182465,5.30025018525816
1,87.2788538425249,42,12,61.3,18,1,0.365869119324956,0.634849924686208,5.02346628439086
0,81.639102420062,30,14,25,14,0,-0.22860668809123,0.162814550347264,5.6341868505573
1,114.037392596709,38,15,182.5,20,1,1.45743146603628,0.979309935330403,4.81699568988439
1,150.165221182652,43,16,51.2,33,1,-0.133260811350162,0.98,4.54533051564472
1,127.120365487612,29,12,51.6,12,1,1.73195244987424,0.677854509832425,5.03064487834106
1,102.844474555607,49,12,48.3,34,0,0.199092282427868,0.98,3.82838691346617
0,79.2100536969323,29,14,29.5,8,0,-0.404483030380431,0.0933106207814047,5.53464487834106
0,90.5407645198348,18,10,54.1,2,0,1.52597919144955,0.353712640711984,5.84122198857073
1,111.908690687748,27,13,82.8,9,1,1.51369538161002,0.786988521035118,5.02248110212308
1,95.5025427991737,45,11,17.3,28,1,-0.443382650464321,0.816079891198262,5.33075328034878
0,41.1866600678129,29,11,8.1,10,0,-2.09938094781541,0.02,6.18264487834106
0,78.4124368575869,28,16,73.4,8,0,-0.49823534876802,0.126858387142395,5.16025018525816
1,103.247167681817,49,15,32.4,33,0,-1.10381772198447,0.897691037537764,3.88438691346617
0,127.784293546508,28,12,129.2,16,0,2.18543175557375,0.760542837639927,5.18425018525816
1,123.31256191973,38,15,121.9,18,1,0.821734846606606,0.905710142869674,5.04099568988439
1,114.999803586696,38,16,110,24,0,0.608425470474264,0.943198373805735,4.96899568988439
1,111.179264541964,42,15,126.7,24,0,0.284489894658353,0.867205055019101,4.85546628439086
1,88.49979896951,32,10,61,14,1,1.30519313847837,0.425881000091396,5.56226647752178
0,98.0861051484508,29,17,38.6,16,1,-1.72781392564472,0.0420633792954178,5.32664487834106
0,87.0262193663246,35,15,31.2,18,1,-1.1409173714344,0.153567400667619,5.09961365145159
0,47.4602995882586,25,12,10.7,6,1,-1.94207078868523,0.02,5.58227443832449
0,95.3406175386908,45,13,17.4,28,1,-1.09790075204317,0.692475741076091,4.73075328034878
0,61.0622986459552,35,12,13.6,18,1,-1.58414604793179,0.0765049885992142,5.49961365145159
1,161.491689201034,52,16,109.1,36,1,0.360987983370502,0.98,3.45655178987957
0,103.819104372422,27,12,43.8,12,1,1.16166410340755,0.511693825726009,5.31848110212308
1,116.7528491851,50,16,40.8,33,1,-0.987533131770852,0.949476292729414,3.81457945846835
1,118.329875960385,29,15,115.8,7,1,1.24407576999528,0.878701835449813,4.91064487834106
0,83.2801665008084,34,11,31.3,15,0,0.956298556101411,0.282224454080436,5.7184285021965
1,84.7751077528409,44,11,19.8,26,1,-0.305598110276118,0.807580275980805,5.74004962660221
1,97.2707752315284,36,14,91.9,22,0,0.284365022863528,0.70707119428606,5.05865978780913
1,134.274446939487,50,12,78.7,35,1,1.10079428072591,0.98,3.69457945846835
0,88.4483163021741,37,14,27,16,0,0.111752538407119,0.33278702871201,5.4712603691244
0,111.569403315428,48,13,23.8,34,1,-0.152202864554656,0.98,4.29817883764127
1,110.035267233593,39,15,17.6,25,1,-0.823056966163067,0.696256070847727,5.31934143206928
1,168.634822840438,39,19,166.9,26,1,0.799120252620126,0.98,4.90334143206928
0,71.1599337419608,47,10,19.3,26,0,0.115592767808086,0.601736593142083,5.34865216851173
1,114.954569782341,33,15,101.5,17,0,0.264604505275619,0.494989862561938,5.1592914734903
1,80.0762466266278,38,13,34.7,22,0,-0.755028829548001,0.29071148231825,4.99299568988439
1,116.177659351669,34,14,81.5,18,0,0.67949620058795,0.62724117162659,5.1304285021965
0,85.6248078138261,33,12,46.4,13,1,0.536613554343097,0.349547479699739,5.1272914734903
0,54.4747618082983,31,12,44.3,11,0,-0.305501964178807,0.0729029280613055,5.14729290310849
0,67.2490336795011,32,11,16.9,18,1,-0.439622400857746,0.204846408844645,6.21026647752179
1,132.575380705477,31,15,83.3,10,1,1.23290597067093,0.87694564696851,4.93129290310849
1,94.0348491037006,48,11,42.5,25,1,0.193237877169343,0.726376355843183,4.96617883764126
0,73.2196247092682,36,11,10.3,20,1,-1.06613841294264,0.191817362525764,6.06665978780913
1,125.263916515018,50,13,60.9,32,1,0.405707765104812,0.98,3.87457945846835
0,74.0282041674798,22,8,29.1,2,1,1.38272503923854,0.154062550409109,6.17491158717142
1,128.831042817747,41,16,41.3,25,0,0.407610470194627,0.939909901908888,4.85530985288139
0,53.0048431602263,23,9,17.6,7,0,-0.367881196164998,0.0325740810794691,6.29620396668599
0,72.9637484391632,38,13,55,23,0,-0.628590537651194,0.396852871254756,4.98099568988439
0,101.277745669786,35,15,67.2,20,1,-0.660356576343195,0.489033700178148,5.09961365145159
0,64.8027845415979,29,13,11.4,11,1,-1.42831801106415,0.0366994102020556,5.60664487834106
0,32.617005008866,18,8,8.9,0,1,-0.9388738571251,0.0878473481956789,6.30522198857073
0,61.6566110854383,32,12,24.1,11,1,-0.557061152164469,0.100444566733326,5.52626647752179
0,48.2771056562223,34,12,14,17,1,-2.23666422105022,0.0281254373426251,5.5264285021965
1,112.503443856898,54,15,120.3,37,0,-0.295380820190642,0.98,3.18036844867423
0,84.6087216421733,46,11,12.9,28,0,-0.513847096173653,0.678347777821593,5.29257145488703
1,148.151598020502,44,13,56.1,27,1,1.56222497597901,0.98,4.50404962660221
0,69.6369557396052,34,12,24.5,13,0,-0.29142095846786,0.0920733931078105,5.5104285021965
1,105.81626777834,36,15,79.8,17,1,-0.164102678577069,0.561015811502662,5.07865978780913
1,95.5266674875434,40,13,19,29,1,-0.978418551245543,0.874044065554838,5.20567934733469
1,110.872692186409,38,14,60.2,21,1,-0.061866687560326,0.749349346104554,5.00499568988439
1,68.8464260634444,18,11,16.4,0,1,0.384637964524421,0.442065656377594,6.30522198857073
0,73.2387047167107,34,13,12.9,16,1,-1.31363208925726,0.076265018698574,5.5224285021965
0,98.5563132252631,26,12,59.1,10,1,1.20177912460138,0.501668156539326,5.09672171998271
1,109.558581071522,40,15,162.7,19,0,0.991455461799553,0.859004921007505,5.00567934733469
1,90.2283634086859,44,14,38,32,0,-0.98873747184924,0.936463152577205,4.52404962660221
1,119.932081713528,45,12,54.2,26,0,0.992425711901029,0.884329205910002,4.41075328034878
1,78.7391917537019,36,15,191.1,16,1,0.493757193378696,0.78081083625239,5.08265978780913
1,68.1400013739886,18,15,45.4,1,0,-0.610521786521707,0.274497589128858,5.37322198857073
1,117.338038421053,47,13,33.6,24,1,0.984628674618113,0.91022491743216,4.44465216851173
0,105.439450773463,34,13,52.4,19,1,0.221981942733418,0.575036319442335,5.1344285021965
0,101.719242550313,33,13,49.6,14,1,1.1085112941424,0.671123006638925,5.1352914734903
1,137.609346771154,40,20,71.6,23,1,-1.35606412672782,0.398751548868611,4.92567934733469
0,72.7160295598241,34,14,26.8,15,1,-1.37182305678825,0.0635607417475062,5.5184285021965
1,134.021925389656,38,16,69.4,18,1,0.425348226219715,0.868019177582537,5.04099568988439
0,92.480210814953,35,13,34.6,13,0,0.551539538782533,0.309777697035061,5.09961365145159
0,104.875156122935,33,13,70.7,16,0,0.929890025243797,0.521054491911168,5.1512914734903
1,81.1465397459074,35,13,35.7,18,0,-0.130663114054411,0.261081958171327,5.09961365145159
0,103.23152559174,39,12,90,22,0,0.766015157082431,0.72011629118443,4.96734143206928
0,71.0101615927857,34,10,35.4,10,0,1.01287475379377,0.142112125874461,5.6984285021965
0,92.7163724136951,33,15,65.9,12,0,-0.341727001136917,0.145350489965689,5.1192914734903
1,96.2953721049933,43,12,79.8,27,0,0.468839702551184,0.909132580501415,4.73733051564472
0,45.933470965231,24,10,3.9,6,1,-2.5,0.02,6.21437417762586
0,108.165474878827,34,14,55.3,14,0,0.474578564754836,0.388339048788431,5.1144285021965
1,115.166074152576,48,13,68.2,26,1,0.297455913365573,0.908180466340716,4.31417883764127
1,97.0855385127688,45,14,28.3,31,1,-1.22215868698811,0.871484601568715,4.61075328034878
0,91.1162024843052,27,14,81.3,8,0,0.305790336671762,0.256952929489243,5.19048110212308
0,104.94594811707,29,15,34.4,10,0,0.150618686111873,0.273635885078354,5.18264487834106
0,95.5684748060004,37,12,44.4,17,1,0.723969117227737,0.579054161874693,5.0632603691244
0,66.140538393413,38,14,17.2,17,0,-1.71539529121588,0.0297242168757249,5.45299568988439
1,71.2981621207907,23,12,26.6,6,1,0.0346987157372121,0.211898075871527,5.64820396668599
1,130.340713973347,35,14,66.8,19,1,0.881641132127285,0.889186270364795,5.09961365145159
1,108.316660657945,46,13,53.3,30,0,-0.055968099471088,0.92284914639679,4.20457145488703
1,113.564315964806,46,12,97.7,29,1,0.732169270141912,0.979169189731867,4.24857145488703
1,74.6011695943173,24,14,29.1,3,1,-1.13126616433121,0.0873337526919735,5.78237417762586
0,90.7707629322935,37,16,53.5,21,1,-0.92067375879961,0.38237416179583,5.0312603691244
0,66.9024484038547,25,11,43.9,9,1,0.463971076515118,0.205504423038655,5.90227443832449
1,97.671174744109,43,13,25.6,19,0,-0.12827489244981,0.343717148383886,5.39333051564472
1,141.21671986807,39,16,61.6,23,0,0.787410236407425,0.94615209308964,4.95134143206928
0,84.3055429947464,35,15,180.2,19,1,0.827709033948073,0.919045395397497,5.09961365145159
1,118.446576406365,29,17,71.8,10,1,0.288871772741301,0.736429573378716,5.18264487834106
0,57.176453460217,18,11,10.1,3,0,-0.607464882169481,0.0872598356231378,6.50922198857073
0,63.2475038916643,35,10,32.2,12,1,0.000520414758255194,0.131196275499984,5.69961365145159
1,153.686648919587,48,17,91.5,26,1,0.0189074632143619,0.936330027002233,4.31417883764127
1,110.818659607057,27,14,69.4,5,0,0.89777574160017,0.498760756142886,5.09448110212308
0,96.9503648428136,36,16,204.4,22,1,0.842810291523195,0.974807478527743,5.05865978780913
1,136.368191429781,39,16,123.7,22,0,1.07561623413187,0.959013082750408,4.96734143206928
1,118.706752193448,46,12,31.2,26,1,0.772524982989715,0.915397031381602,4.38057145488703
1,63.1765937147602,31,11,7.1,16,1,-0.658267186058763,0.121416613592063,6.22729290310849
1,118.857737255409,39,15,97.6,22,1,0.663671459705343,0.950283452042683,4.96734143206928
0,70.3158788430464,33,13,53.5,15,0,-0.314767742253035,0.13348550238124,5.1432914734903
1,122.2447851502,51,12,50.9,39,1,-0.0330731362330257,0.98,3.35614134546302
1,123.578619938296,32,13,136.4,8,1,1.80045038271205,0.843869083329983,4.89026647752179
0,88.0109889538073,46,14,24.9,27,0,-0.370035702746244,0.718789538069437,4.73657145488703
1,63.3077844158589,37,10,15,22,1,-0.848302888096597,0.320470960115162,6.0232603691244
0,56.9511486877288,18,13,20.3,1,0,-0.827503797142251,0.135167490519148,5.77322198857073
0,42.9848922056279,23,11,11.2,0,0,-1.61429694797395,0.0287588630769729,6.26020396668599
0,63.8864645296796,25,15,14.8,3,1,-2.40457387552885,0.02,5.76227443832449
0,91.2774189051002,43,13,29.5,27,1,-0.660993396068616,0.836277198678241,5.13733051564472
0,54.0061313977218,23,11,14.3,2,1,-0.24659364213086,0.158697662554924,6.35620396668599
1,92.2226463784998,42,11,14,30,1,0.0620850079936658,0.968022972722742,5.68746628439086
0,98.0251186990645,37,16,66.3,20,1,-1.15806487464702,0.298538847054333,5.0392603691244
1,94.0014607877918,44,15,28.2,21,1,-0.930650392840587,0.358490880119499,5.32004962660221
1,152.5380844443,32,14,121.7,16,0,2.1968338355961,0.931383923623445,4.98626647752179
0,60.6972415822387,39,13,27.9,24,0,-1.03963637761384,0.337142706061393,5.33534143206928
0,96.8618195145197,40,15,32,18,1,-0.864181911911804,0.245265469270324,5.02567934733469
1,66.8169182155231,42,12,15,24,1,-1.79056110583739,0.275199912440242,5.25546628439086
0,58.3796049787368,18,14,17.1,1,0,-1.0448469837305,0.122812990459797,5.77322198857073
0,56.4413509604935,36,8,19.1,16,1,0.56114493732335,0.166036248862156,6.08265978780913
1,83.9890258201417,45,11,22.6,31,0,-0.563597771193347,0.880773739768241,5.21075328034878
1,114.507639454811,44,15,82.7,29,1,0.293271044668689,0.98,4.63204962660221
0,61.1354900413107,27,13,208,9,1,1.72566518041259,0.833996982000889,5.02248110212308
0,87.6549047991142,50,15,51.9,27,0,-1.43923992647745,0.235156788310119,4.17457945846835
0,41.0804401257757,32,11,8.1,13,1,-2.5,0.02,6.15026647752179
0,80.4715586035267,34,13,30.3,17,0,-0.16274841896285,0.213252654271073,5.1264285021965
0,76.0006746809499,28,11,38.4,8,1,0.641572344279402,0.224868143556607,5.76025018525816
1,80.5124997766685,18,14,40.9,0,1,-0.201055159588322,0.552835981538837,5.30522198857073
0,99.2657902679246,29,14,78.3,14,1,-0.127065652051353,0.386807696679806,5.27864487834106
1,111.028023230835,46,14,39.9,29,1,-0.294347025318736,0.924985044992746,4.24857145488703
1,107.697281652987,50,10,21.2,33,1,0.411741053638901,0.98,4.81457945846835
1,165.144470246587,57,14,127.6,40,1,1.60376117996957,0.98,2.3588603799531
1,116.331434924075,33,16,150.9,14,0,0.963505976707928,0.781245477850659,5.1352914734903
0,66.5134827413156,39,13,20,17,0,-0.927054100368473,0.0942502887288382,5.44734143206928
0,79.331062043434,45,13,13.4,29,0,-2.2319433790558,0.254900863893731,4.69075328034878
1,143.732252761235,38,15,70.3,28,1,0.895904240884864,0.98,4.92099568988439
1,142.669541472445,45,17,51.7,31,1,-0.576038378618807,0.964519889963579,4.21075328034878
1,87.9669169057525,42,15,229.5,28,1,1.31319122735733,0.98,4.54346628439086
1,79.891824540475,39,13,35.4,19,1,-0.570627297149984,0.332701838319914,5.01534143206928
1,131.820638778533,53,14,72.7,38,1,-0.114877415079594,0.98,3.2153949599551
1,141.103680025784,54,18,77.7,36,1,-1.04439689011377,0.98,3.25636844867423
1,103.37396757922,56,13,43.1,35,1,-0.560447853157626,0.976347953455157,3.11609840783755
1,97.0412438467247,33,12,17.7,18,0,0.491820309277246,0.359446565551208,5.5672914734903
0,83.646982711143,28,13,40.2,8,1,0.357196822394519,0.319815402894542,5.16025018525816
0,77.9015957608822,25,14,13.8,8,0,-1.06551630684843,0.0389698131427725,5.66227443832449
0,106.248638489247,35,15,80.1,16,1,0.102578459863148,0.632306937072246,5.09961365145159
0,69.2673635018046,21,15,26.9,4,1,-1.28751122537619,0.0927553546905617,5.9056269362685
1,73.0552775380144,36,10,9,22,1,-0.483795927387678,0.383352147487069,6.05865978780913
1,153.536670910267,40,17,89.2,24,1,0.572478812800258,0.98,4.90567934733469
0,61.60117978087,23,11,18.3,3,1,0.345349902112602,0.242930802269071,6.40420396668599
1,83.0022129427827,39,14,61.5,22,0,-0.77716516631305,0.314043267907497,4.96734143206928
1,102.834350183949,51,13,38.3,33,1,-0.640261399191432,0.965305843673214,3.74014134546302
1,66.431366681755,42,8,9.3,24,1,-0.625106235885464,0.504897173550037,5.85546628439086
0,81.3096009422526,35,13,36.5,11,1,0.107750737652014,0.27795011951672,5.09961365145159
1,105.140802735056,48,12,40.2,32,1,-0.726668332805027,0.948494810790158,4.00217883764127
1,110.744323080747,19,13,92,3,1,1.66033554815387,0.915294675027925,5.29161735197886
1,105.496680056601,21,15,198.8,4,0,1.40392781472245,0.876424783821723,5.3056269362685
0,40.1423961021917,37,9,6.8,21,0,-1.31755784695079,0.106940032633277,6.0312603691244
1,135.091502654026,60,12,64.3,42,1,0.676204121036185,0.98,1.91333695208243
1,108.760231941185,34,16,81.8,13,0,0.0796951251145232,0.354331323177016,5.1104285021965
1,106.997445434635,39,13,73.6,24,1,-0.126848705666805,0.838551352277693,4.93534143206928
0,86.2245406935143,40,15,98.1,17,1,-0.485388448082874,0.431463292877444,5.04567934733469
1,141.840384152284,51,15,124.8,34,1,0.74124005545162,0.98,3.67614134546302
1,105.566399098141,30,10,71.4,18,1,1.25870025621056,0.560236196650871,5.7141868505573
0,88.2644205462464,39,16,33.4,19,1,-1.3782472892136,0.13527810452298,5.01534143206928
1,94.266012247461,50,13,38.5,31,0,-0.649060469770217,0.859046919276214,3.93457945846835
1,76.9884929225842,28,14,26.7,6,1,-0.195884071141817,0.227496859609893,5.50425018525816
1,73.079888858043,38,13,38.4,20,1,-1.09879063023161,0.220907505808444,5.01699568988439
1,123.493431105037,30,12,74.1,12,1,1.67657634672115,0.736195454874296,4.9941868505573
0,97.2290781626521,39,16,34.9,20,1,-1.48041177591379,0.138309261922431,4.99934143206928
0,53.972160943117,45,9,4.7,26,1,-2.0093843250713,0.340054779631491,5.41075328034878
1,109.954735796343,41,16,78.7,18,1,0.0296857891489967,0.751025586848594,5.02330985288139
0,63.3906570118783,34,12,27.5,8,1,-0.545154214763077,0.0988584790206033,5.4904285021965
1,101.257415517177,18,13,113.4,5,1,1.18478975141618,0.840480082702805,5.34522198857073
0,62.9717013565213,38,13,13.7,23,1,-1.63188750625655,0.227342855728705,5.38099568988439
1,131.844357965167,18,16,182.3,3,1,2.02814891355627,0.98,5.30922198857073
0,56.8246050463963,33,9,24.4,13,0,0.287973821706158,0.0669596551303526,6.1272914734903
1,165.740432295291,54,18,186.7,39,1,0.895578263205709,0.98,3.02836844867423
1,111.737651594656,38,17,40.9,25,1,-0.713323946591386,0.782240349538486,4.95699568988439
0,77.2464002970245,36,13,18.8,19,1,-1.1223457404617,0.169760006218156,5.47065978780913
0,85.7176765788753,36,8,35.4,15,1,1.4004585564922,0.211426219984376,5.48665978780913
1,90.6115431152014,39,11,14.9,26,0,0.175802389385807,0.766479588445064,5.90334143206928
0,80.7598277375274,19,12,37.1,0,0,0.778116747907681,0.48955042098599,5.29961735197886
0,60.7139841187431,24,9,31.9,6,1,0.463318088047246,0.103383096798854,5.81437417762586
0,51.1223128493207,23,9,9.1,4,0,-0.168604506401328,0.0431771444773232,6.45220396668599
0,100.156151274059,28,16,104.2,13,0,0.213909446392373,0.436657965508455,5.30025018525816
1,129.810232940549,42,13,51.9,25,0,1.16864814191117,0.948380312366673,4.82746628439086
0,69.1449475094215,40,11,27.7,16,1,0.279639182914711,0.351796460729405,6.06567934733469
0,74.0221758646382,33,14,9.4,19,0,-1.77766169341957,0.0355396354829437,5.5752914734903
1,109.05329983611,45,16,26.7,32,1,-1.61849806688877,0.828733695772407,4.57075328034878
0,57.1979835703841,37,11,11.9,24,0,-1.47881357080945,0.202590161868784,6.0072603691244
0,54.8328655974052,29,11,21.8,7,1,-0.738044037681982,0.0616437356906778,6.11064487834106
0,65.4663541719475,39,10,18.3,19,0,-0.186327229553221,0.189037687558179,6.01534143206928
1,122.604251870868,38,15,111.2,24,0,0.976776386637278,0.957057624774482,4.96899568988439
0,83.9048714878529,43,15,38.2,30,0,-1.33457720747572,0.769367616548274,4.64133051564472
1,118.242314370436,48,12,61.2,24,0,1.15122831516843,0.808742957429203,4.41817883764127
0,75.9196239585844,18,11,8.6,4,0,0.256179675708483,0.182135460728458,6.57722198857073
